state,county,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment Count,Race: White,Race: African American,Race: Hispanic or Latino,"US Citizen, born in US","US Citizen, by naturalization"
 North Carolina,Wayne County,124002,37.6,42192,24124,25847,4418,77498,37855,14320,112129,2507
 North Carolina,Wilkes County,68460,44.5,40829,23745,13423,1799,62478,2827,4316,65407,743
 North Carolina,Wilson County,81336,40.6,42850,24273,17141,3044,41594,32094,8310,75927,1805
 North Carolina,Yadkin County,37665,44.1,42876,23566,5692,889,34511,1421,4120,35567,490
 North Carolina,Yancey County,17667,47.4,39888,23264,3361,605,16986,129,899,16962,143
 North Dakota,Adams County,2351,46.1,54875,33652,191,16,2188,50,41,2268,0
 North Dakota,Barnes County,10836,44.9,57064,33868,1080,158,10237,261,213,10618,37
 North Dakota,Benson County,6886,30.5,44313,21407,2376,145,2829,2,63,6837,23
 North Dakota,Billings County,946,40.6,92604,45523,81,19,873,11,57,913,16
 North Dakota,Bottineau County,6589,45.1,59882,35039,634,131,6138,62,148,6384,98
 North Dakota,Bowman County,3195,41.4,65063,36221,242,44,3079,1,173,3166,8
 North Dakota,Burke County,2213,34.6,74931,35806,145,19,2097,14,69,2129,34
 North Dakota,Burleigh County,93737,36.9,69719,37764,7534,995,85561,1986,2195,91095,859
 North Dakota,Cass County,174202,32.2,62031,36655,18179,3016,152505,8922,4505,160433,5034
 North Dakota,Cavalier County,3824,49.9,67591,43125,373,25,3638,4,45,3724,13
 North Dakota,Dickey County,4970,43.1,60918,32943,252,73,4808,57,170,4821,34
 North Dakota,Divide County,2369,54,60074,45190,311,8,2192,26,57,2211,86
 North Dakota,Dunn County,4387,38.8,70500,44492,381,73,3701,68,119,4285,38
 North Dakota,Eddy County,2313,44,51563,34565,306,15,2038,0,0,2306,0
 North Dakota,Emmons County,3352,52.6,51029,29417,337,22,3222,0,26,3299,24
 North Dakota,Foster County,3290,45.6,60613,33737,231,22,3184,7,51,3245,0
 North Dakota,Golden Valley County,1882,44.6,56087,32590,119,17,1825,0,60,1862,10
 North Dakota,Grand Forks County,70400,29.5,51951,31052,11369,1535,60932,2822,2887,65649,1388
 North Dakota,Grant County,2380,51.9,50962,36287,274,28,2333,1,12,2355,12
 North Dakota,Griggs County,2266,50.2,52794,35069,175,15,2160,31,6,2231,17
 North Dakota,Hettinger County,2576,45.1,56761,32474,228,21,2375,9,83,2545,9
 North Dakota,Kidder County,2460,45.2,57734,32364,246,14,2392,10,108,2386,26
 North Dakota,LaMoure County,4100,48.4,59426,36584,466,10,3976,22,59,4026,38
 North Dakota,Logan County,1927,52.6,58144,33396,139,9,1902,1,24,1903,7
 North Dakota,McHenry County,5927,42.8,62637,37626,504,49,5748,25,135,5831,44
 North Dakota,McIntosh County,2654,53.5,50739,32389,206,4,2556,24,41,2589,28
 North Dakota,McKenzie County,12536,30.7,80732,36798,1681,248,10404,70,969,12179,309
 North Dakota,McLean County,9608,46.1,65648,35367,772,64,8683,64,229,9423,68
 North Dakota,Mercer County,8570,43.9,79890,38298,589,41,8087,76,249,8438,52
 North Dakota,Morton County,30544,37.7,67584,39300,2426,549,28112,139,960,29646,293
 North Dakota,Mountrail County,10152,33.5,70678,37602,1016,204,6674,118,764,9789,121
 North Dakota,Nelson County,2920,52.9,48798,33360,299,5,2844,2,75,2854,9
 North Dakota,Oliver County,1837,50,68333,33849,165,37,1688,18,32,1823,5
 North Dakota,Pembina County,7016,47.9,64962,36251,475,100,6579,20,244,6513,181
 North Dakota,Pierce County,4210,45.8,48802,28008,692,20,3987,32,37,4149,12
 North Dakota,Ramsey County,11557,41.6,57313,35059,1290,47,9824,61,303,11297,62
 North Dakota,Ransom County,5361,46.4,61810,34691,304,38,5153,38,97,5148,76
 North Dakota,Renville County,2495,41,68182,33635,114,23,2401,5,158,2390,76
 North Dakota,Richland County,16288,37.8,61990,30820,1423,269,15179,119,484,15949,200
 North Dakota,Rolette County,14603,30.8,39884,19295,4204,447,2720,91,93,14516,57
 North Dakota,Sargent County,3883,45.1,67200,37039,146,28,3700,92,116,3743,31
 North Dakota,Sheridan County,1405,51.5,49261,32559,195,16,1379,0,0,1384,3
 North Dakota,Sioux County,4413,28.2,40862,16706,1588,256,576,6,187,4396,4
 North Dakota,Slope County,704,50.8,63942,37340,39,4,659,39,0,703,0
 North Dakota,Stark County,30876,33.9,75708,37897,2659,558,28308,689,1638,29712,288
 North Dakota,Steele County,1910,50.5,65848,39403,114,22,1899,11,30,1877,22
 North Dakota,Stutsman County,21064,40.2,57642,32001,2301,363,19613,263,507,20602,83
 North Dakota,Towner County,2246,47.8,53696,36217,271,43,2054,0,56,2154,8
 North Dakota,Traill County,8019,41.3,62870,32712,504,126,7570,91,287,7874,47
 North Dakota,Walsh County,10802,44.4,54414,31366,1012,140,10107,47,1227,10225,145
 North Dakota,Ward County,69034,31.4,67753,34382,6065,1080,60298,2695,4082,64368,1145
 North Dakota,Wells County,4055,52.1,57989,34602,264,53,3966,0,52,4038,14
 North Dakota,Williams County,34061,31.5,86575,43824,2283,425,28315,1243,2306,31724,887
 Ohio,Adams County,27878,42,36894,21543,6230,777,27098,109,278,27603,94
 Ohio,Allen County,103642,39,50552,25662,14795,3070,85951,12213,3077,101700,751
 Ohio,Ashland County,53477,40.3,52730,25471,6769,1067,51672,436,713,52214,489
 Ohio,Ashtabula County,98136,42.4,44823,22817,19216,3111,90979,3696,3997,95517,840
 Ohio,Athens County,65936,28.9,37778,20745,17212,2284,59769,1889,1251,62456,720
 Ohio,Auglaize County,45784,41.3,61758,29908,3906,838,44271,229,772,45055,282
 Ohio,Belmont County,68472,44.5,49361,26106,8738,1882,63840,2775,639,67452,453
 Ohio,Brown County,43679,41.8,52356,25637,6818,1154,42422,338,420,43266,88
 Ohio,Butler County,378294,36.5,63358,30777,47601,9789,320477,30336,17487,353049,10586
 Ohio,Carroll County,27578,45.3,52394,28421,3549,611,26891,187,358,27210,197
 Ohio,Champaign County,38864,42.4,57103,26515,4180,1180,36732,711,596,38232,259
 Ohio,Clark County,135198,41.1,48502,25948,20775,4768,117294,10641,4512,131418,1262
 Ohio,Clermont County,203216,39.8,64822,32900,19204,4473,193269,2858,3822,197268,2429
 Ohio,Clinton County,41896,39.9,51354,26861,5277,1275,39523,855,655,41062,292
 Ohio,Columbiana County,104003,44,46306,25853,14639,3294,98739,2292,1793,102472,513
 Ohio,Coshocton County,36574,41.4,44491,22471,5899,1037,35455,403,367,36245,172
 Ohio,Crawford County,42021,43,42892,24513,6182,1053,40626,380,682,41388,194
 Ohio,Cuyahoga County,1253783,40.3,48435,31804,221899,53245,784683,371298,72492,1140062,54513
 Ohio,Darke County,51734,41.8,52691,26262,5124,1213,50415,344,792,51013,327
 Ohio,Defiance County,38279,40.6,57665,28491,4032,917,34821,728,3764,37235,452
 Ohio,Delaware County,197008,38.6,104322,47183,8843,2824,172894,6551,4982,181191,7996
 Ohio,Erie County,75136,44.8,52270,31677,8858,2050,64312,6765,3246,73240,876
 Ohio,Fairfield County,152910,39.3,66175,31136,14142,3327,134357,10889,3242,147109,2995
 Ohio,Fayette County,28645,40.7,46478,24931,4764,797,26876,583,605,28023,105
 Ohio,Franklin County,1275333,34,58762,32552,203044,36557,853540,283279,69044,1127113,60822
 Ohio,Fulton County,42305,40.8,60231,28411,3919,1044,39432,170,3647,41383,332
 Ohio,Gallia County,30195,40.6,42113,22588,6608,657,28502,716,399,29806,101
 Ohio,Geauga County,93961,44.6,79956,42149,5642,1453,90888,1157,1361,91118,1826
 Ohio,Greene County,165811,38.1,67109,34682,19065,4550,142463,11873,4622,154989,4089
 Ohio,Guernsey County,39274,42.5,43975,23599,7815,1254,37386,486,465,38618,222
 Ohio,Hamilton County,812037,36.8,54976,34125,128930,26167,548291,208770,25836,761262,20720
 Ohio,Hancock County,75690,39.2,55644,30794,8545,1718,69969,1150,4004,72451,1351
 Ohio,Hardin County,31542,35.5,48773,22329,4880,893,30328,207,517,30922,78
 Ohio,Harrison County,15307,46,48462,24108,2545,381,14632,343,153,15159,48
 Ohio,Henry County,27316,41.3,59083,28328,2593,588,25760,221,2072,26743,223
 Ohio,Highland County,43007,40.4,43297,22624,8836,1237,41325,782,446,42441,210
 Ohio,Hocking County,28495,42.9,50000,24138,3785,786,27700,231,296,28174,100
 Ohio,Holmes County,43859,31.3,62111,22923,4787,447,43138,48,409,43579,145
 Ohio,Huron County,58457,39.6,51559,25375,7845,1411,55328,847,3764,57107,418
 Ohio,Jackson County,32524,40.1,45340,22117,6265,1585,31509,202,341,32173,99
 Ohio,Jefferson County,66886,44.8,44819,25658,11647,2366,61119,3683,932,65782,624
 Ohio,Knox County,61215,38.9,55131,25589,8222,1586,59066,669,895,60178,386
 Ohio,Lake County,230052,43.7,63475,33737,18830,5449,209948,9390,9861,216440,7287
 Ohio,Lawrence County,60622,41.6,44372,23692,11082,1602,57920,1265,576,59916,213
 Ohio,Licking County,172293,39.7,62715,30338,19101,4340,158208,6582,3154,167184,2257
 Ohio,Logan County,45307,40.8,55150,27840,5984,1103,42913,761,681,44561,297
 Ohio,Lorain County,306713,41.8,56965,29777,40799,9507,261088,26140,29923,290644,5566
 Ohio,Lucas County,432379,37.9,46924,28361,80686,16242,311698,81735,30210,413050,9052
 Ohio,Madison County,43988,40.7,65264,28331,3939,969,39704,2598,858,42997,218
 Ohio,Mahoning County,231064,43.5,44682,27429,39441,9129,184750,34859,13489,221563,3490
 Ohio,Marion County,65344,41.3,45464,22878,9504,1903,58698,3775,1699,64038,453
 Ohio,Medina County,177257,41.9,74243,35979,11303,3065,168911,2580,3554,171126,3710
 Ohio,Meigs County,23160,43.6,43591,23897,5130,820,22499,308,119,23061,23
 Ohio,Mercer County,40806,39.9,59417,28513,2788,567,39647,252,781,40050,131
 Ohio,Miami County,104800,41.6,57544,29703,9764,2442,98365,2170,1697,101982,1041
 Ohio,Monroe County,14090,46.3,43956,25141,2309,364,13841,39,150,13995,62
 Ohio,Montgomery County,532034,39.3,49314,28807,89854,18780,388086,109355,15138,501823,13135
 Ohio,Morgan County,14702,44.3,41731,22454,2765,302,13598,686,49,14531,52
 Ohio,Morrow County,34976,41.7,56010,27212,3524,661,33697,363,504,34808,127
 Ohio,Muskingum County,86076,40.2,45276,24080,13669,2707,79116,2689,948,84748,395
 Ohio,Noble County,14443,49.7,47456,24616,1835,210,13355,816,103,14327,34
 Ohio,Ottawa County,40709,49,57918,33081,4181,950,38906,467,2046,40080,328
 Ohio,Paulding County,18872,42,51933,25918,1919,415,17929,145,881,18552,106
 Ohio,Perry County,35985,39.9,48811,22659,6907,1234,34970,149,305,35653,134
 Ohio,Pickaway County,57420,39.4,62214,26515,6174,1078,53638,2027,781,56314,479
 Ohio,Pike County,28214,40.8,43729,22301,5395,949,26943,311,302,28139,32
 Ohio,Portage County,162644,37.9,56618,29439,20346,5595,147630,6738,2904,155277,2093
 Ohio,Preble County,41207,42.6,55374,27031,4683,1026,40003,239,339,40641,151
 Ohio,Putnam County,33969,40,62001,30064,2265,514,32137,120,2066,33520,182
 Ohio,Richland County,121324,41.3,47346,24545,16190,3533,105287,9555,2240,119083,1117
 Ohio,Ross County,77051,40.9,48403,23756,12694,2490,69564,4120,947,76028,418
 Ohio,Sandusky County,59299,41.8,51701,26256,7872,1479,53723,1754,5822,58279,464
 Ohio,Scioto County,76377,39.9,39731,23042,17132,2403,71975,2152,1030,75360,367
 Ohio,Seneca County,55475,39.4,49936,25555,7680,1353,52041,1544,2794,54185,365
 Ohio,Shelby County,48797,39.4,61042,29008,4384,1162,45915,1298,749,47797,438
 Ohio,Stark County,373475,41.9,52190,28434,50408,11432,328522,27492,7493,363951,4585
 Ohio,Summit County,541810,40.9,55448,32055,69576,15960,426912,78052,11168,510157,13776
 Ohio,Trumbull County,201794,44.2,45975,26116,34604,4794,178761,16775,3539,197982,2398
 Ohio,Tuscarawas County,92526,41,51170,26034,11990,1902,89484,728,2443,90532,507
 Ohio,Union County,55654,38.4,82775,34691,3610,720,50824,1481,915,52826,1307
 Ohio,Van Wert County,28281,40.9,52754,26698,3100,631,27211,344,913,27970,77
 Ohio,Vinton County,13111,42.2,42114,20823,2719,573,12744,61,76,13026,14
 Ohio,Warren County,226564,39.3,83330,39448,10100,4113,200647,7682,6038,210224,7562
 Ohio,Washington County,60671,44.1,48572,27860,8921,1120,58146,745,654,59493,388
 Ohio,Wayne County,116208,38.5,56348,26822,13885,2256,109985,1705,2302,113206,1291
 Ohio,Williams County,36936,41.2,49491,25428,4886,809,35125,383,1598,36297,274
 Ohio,Wood County,129936,34.8,59789,31324,16365,3435,119584,3459,7113,124751,2107
 Ohio,Wyandot County,22107,42.1,52940,27037,2068,428,21442,42,630,21590,181
 Oklahoma,Adair County,22113,37.6,32986,16851,6400,456,9359,75,1461,21655,157
 Oklahoma,Alfalfa County,5857,42.9,59569,27871,422,78,4546,191,309,5616,80
 Oklahoma,Atoka County,13874,40.6,38821,20733,2484,298,10104,536,486,13596,100
 Oklahoma,Beaver County,5415,40.3,51996,24610,668,112,4348,14,1245,4862,122
 Oklahoma,Beckham County,22621,35.7,48725,24049,2932,397,18953,863,3273,21715,442
 Oklahoma,Blaine County,9634,42.4,50391,25708,1046,111,7616,399,1003,8871,82
 Oklahoma,Bryan County,45759,37.5,43245,23453,7401,1147,34018,877,2663,44478,361
 Oklahoma,Caddo County,29342,37.3,44588,22062,5617,921,18501,658,3662,27691,237
 Oklahoma,Canadian County,136710,35.9,71157,30545,11339,3177,110729,3759,11788,129162,3326
 Oklahoma,Carter County,48406,38.2,49216,25110,8055,1222,36108,3108,3422,46688,447
 Oklahoma,Cherokee County,48599,35.1,40936,20575,9792,1537,24926,707,3424,46584,373
 Oklahoma,Choctaw County,14886,42,32129,21329,4245,499,9387,1693,627,14693,51
 Oklahoma,Cimarron County,2189,43,46071,27929,356,19,2129,5,473,2018,57
 Oklahoma,Cleveland County,276733,33.9,62863,30507,33017,6090,215798,12860,23307,255696,8854
 Oklahoma,Coal County,5618,41.6,40000,24399,1255,153,3941,7,259,5573,30
 Oklahoma,Comanche County,122561,33,52227,26149,17379,3897,77455,20654,15802,111322,3423
 Oklahoma,Cotton County,5929,42.9,51623,22596,999,195,4743,131,453,5862,13
 Oklahoma,Craig County,14493,42.3,41701,20704,2523,350,9589,465,516,14132,92
 Oklahoma,Creek County,71160,40.2,49578,25150,10869,1146,56455,1520,2869,69280,683
 Oklahoma,Custer County,29209,31,48884,25569,4864,477,23433,929,5259,26997,585
 Oklahoma,Delaware County,42112,46.7,39742,22976,7903,1242,27637,148,1567,41011,432
 Oklahoma,Dewey County,4918,40.2,50037,27432,821,36,4380,8,353,4723,17
 Oklahoma,Ellis County,4072,44.1,52705,27120,709,105,3765,9,296,3934,22
 Oklahoma,Garfield County,62190,36,51332,26454,8909,1513,51146,2570,7557,56964,1595
 Oklahoma,Garvin County,27823,39.2,45066,23020,4453,406,23202,677,2375,26800,267
 Oklahoma,Grady County,54733,38.9,58177,28577,6183,950,46853,1218,3127,53063,564
 Oklahoma,Grant County,4418,43.3,56287,29060,404,64,3961,50,215,4345,30
 Oklahoma,Greer County,5943,41.2,38322,18292,1071,184,4660,495,669,5874,20
 Oklahoma,Harmon County,2721,41,41607,22588,410,55,1760,238,778,2549,78
 Oklahoma,Harper County,3847,38,50114,24714,401,36,3624,4,896,3289,79
 Oklahoma,Haskell County,12704,40.6,39375,21280,2468,468,9287,106,549,12503,57
 Oklahoma,Hughes County,13460,39,39265,20438,2592,385,9079,804,724,13255,75
 Oklahoma,Jackson County,25384,34.2,45757,23226,4263,570,17963,1764,6035,23398,703
 Oklahoma,Jefferson County,6223,41.9,37319,19155,1380,176,5270,80,645,6040,105
 Oklahoma,Johnston County,11041,39.8,40077,20930,2155,313,7896,210,576,10923,32
 Oklahoma,Kay County,44880,38.6,45426,24853,7695,1418,35313,986,3519,43351,467
 Oklahoma,Kingfisher County,15618,36.2,60656,32049,1761,386,12919,172,2439,14295,253
 Oklahoma,Kiowa County,9001,43.1,38209,20888,1936,196,7064,314,1039,8763,76
 Oklahoma,Latimer County,10495,41.3,42363,23842,1906,342,7032,101,376,10283,90
 Oklahoma,Le Flore County,49909,39.4,39769,20656,10534,1218,37782,1051,3452,47943,349
 Oklahoma,Lincoln County,34854,41.2,49362,24454,4876,810,29712,640,1166,34223,192
 Oklahoma,Logan County,46044,37.8,62035,29387,5739,1120,38149,3945,2754,44417,603
 Oklahoma,Love County,9933,40.1,52007,21704,1323,186,8264,253,1507,9328,171
 Oklahoma,Major County,7718,41.1,54118,28801,910,102,6925,27,723,7216,181
 Oklahoma,Marshall County,16376,42.6,45828,23872,2563,279,11494,241,2846,15089,167
 Oklahoma,Mayes County,40980,40.3,48853,23861,7028,961,27336,212,1422,40298,173
 Oklahoma,McClain County,38634,38.4,64492,29797,3424,625,32643,421,3048,37210,360
 Oklahoma,McCurtain County,32966,38.8,35829,19692,7398,816,21174,2633,1934,32002,356
 Oklahoma,McIntosh County,19819,47.3,37086,22922,4168,522,13847,535,534,19585,92
 Oklahoma,Murray County,13875,43,51490,26837,1996,239,10530,220,894,13483,129
 Oklahoma,Muskogee County,69084,37.9,42689,22775,13727,1803,40215,7453,4164,66796,639
 Oklahoma,Noble County,11411,41.6,53253,27828,1419,219,9559,20,416,11245,34
 Oklahoma,Nowata County,10383,42.3,41895,22147,1721,346,7060,257,305,10217,36
 Oklahoma,Okfuskee County,12115,40,38527,17281,2701,375,7722,923,472,11887,102
 Oklahoma,Oklahoma County,782051,34.5,52855,30398,128195,19217,535498,117920,133943,690310,26424
 Oklahoma,Okmulgee County,38889,39.1,42175,22400,7441,1584,25309,3314,1552,38408,170
 Oklahoma,Osage County,47311,42.1,47789,24363,7539,1328,30734,5344,1668,46555,388
 Oklahoma,Ottawa County,31566,38.1,39070,20209,6511,900,21463,342,1761,30625,271
 Oklahoma,Pawnee County,16428,41.9,47413,23916,2485,299,12939,155,497,16179,82
 Oklahoma,Payne County,81512,27.1,40944,23589,19412,1889,65987,3262,3820,75089,1227
 Oklahoma,Pittsburg County,44382,40.6,45346,24750,7357,1233,32257,1303,2200,43146,323
 Oklahoma,Pontotoc County,38358,35.6,49235,24683,5685,926,26590,813,2013,37335,330
 Oklahoma,Pottawatomie County,72000,37.5,47683,23155,11259,1976,54660,2449,3647,70007,721
 Oklahoma,Pushmataha County,11119,44.6,37457,23346,2023,338,8215,98,415,10984,56
 Oklahoma,Roger Mills County,3708,40.5,47667,26431,716,104,3287,17,261,3636,20
 Oklahoma,Rogers County,90814,39,62949,30886,8514,2186,67941,983,4169,88213,1098
 Oklahoma,Seminole County,25071,39.2,38706,20460,5099,784,17080,1192,1240,24528,149
 Oklahoma,Sequoyah County,41359,41,38328,20020,9428,1373,26698,775,1680,40468,239
 Oklahoma,Stephens County,43983,40.5,46166,25374,6344,1281,36613,769,3320,42428,504
 Oklahoma,Texas County,21121,32.1,50450,22120,3640,327,13427,910,9564,15400,1082
 Oklahoma,Tillman County,7515,41.2,40462,21673,1547,154,4934,607,1986,6987,146
 Oklahoma,Tulsa County,642781,35.5,53902,30894,95744,18079,450615,64783,80012,579226,17680
 Oklahoma,Wagoner County,77850,38.7,61566,28286,8231,2240,58837,2693,4643,74234,1248
 Oklahoma,Washington County,52001,40.2,52103,30267,7072,1172,40278,1359,3065,49216,853
 Oklahoma,Washita County,11432,38.9,52510,26744,1529,232,10273,131,1125,11105,83
 Oklahoma,Woods County,9127,33.9,56899,27232,1126,207,8114,218,648,8794,138
 Oklahoma,Woodward County,20967,36.3,58706,28248,2303,510,18662,286,2619,19601,251
 Oregon,Baker County,15984,48.2,43921,26152,2428,540,14855,149,651,15501,133
 Oregon,Benton County,89780,32.9,58655,32297,16374,2834,76886,888,6545,79186,2854
 Oregon,Clackamas County,405788,41.4,76597,39619,34195,9950,357240,3753,34659,367960,18781
 Oregon,Clatsop County,38562,43.9,52583,28750,3977,1113,35170,282,3260,36215,693
 Oregon,Columbia County,50851,43.3,59714,29317,6103,1640,47208,280,2534,49202,637
