state,county,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment Count,Race: White,Race: African American,Race: Hispanic or Latino,"US Citizen, born in US","US Citizen, by naturalization"
 South Dakota,McCook County,5511,40,62234,28032,533,116,5262,42,192,5357,83
 South Dakota,McPherson County,2364,50,43804,27240,348,91,2264,1,15,2337,13
 South Dakota,Meade County,27424,36.2,59218,28654,1979,201,24924,531,1156,26565,278
 South Dakota,Mellette County,2055,33,31222,13538,965,51,836,0,102,2049,6
 South Dakota,Miner County,2229,44.1,51394,27570,198,30,2152,21,44,2187,14
 South Dakota,Minnehaha County,186749,34.7,60028,30471,19518,3480,160346,10095,9067,172087,5110
 South Dakota,Moody County,6506,40.4,58167,29142,943,154,5210,7,276,6275,102
 South Dakota,Oglala Lakota County,14335,25.3,30347,10148,6992,851,713,12,562,14259,27
 South Dakota,Pennington County,109294,38.6,55024,30518,14222,2148,90568,1237,5436,105056,1373
 South Dakota,Perkins County,2907,47,56850,33065,338,52,2802,0,46,2873,10
 South Dakota,Potter County,2326,51.3,53600,31467,159,9,2181,0,68,2268,28
 South Dakota,Roberts County,10285,38.5,50495,26537,1893,307,6020,63,342,10121,39
 South Dakota,Sanborn County,2388,43.1,54899,32404,241,42,2304,0,87,2358,10
 South Dakota,Spink County,6543,43.3,52729,33597,606,73,6319,5,200,6483,39
 South Dakota,Stanley County,2997,41.2,71763,35936,141,28,2586,0,72,2965,13
 South Dakota,Sully County,1331,45.5,64028,42276,58,4,1270,0,18,1321,0
 South Dakota,Todd County,10146,24.3,24257,10931,5481,391,949,18,437,9917,35
 South Dakota,Tripp County,5468,46.4,51027,26242,1062,102,4476,0,11,5407,18
 South Dakota,Turner County,8264,43,55380,29465,861,109,8065,27,189,8179,16
 South Dakota,Union County,15177,40.6,69563,40699,1064,151,14283,128,456,14735,133
 South Dakota,Walworth County,5510,43,52123,31302,537,79,4375,262,115,5310,22
 South Dakota,Yankton County,22717,41.8,54694,31986,2682,363,20919,360,953,22240,206
 South Dakota,Ziebach County,2814,31.6,37143,14943,1146,309,665,1,11,2787,11
 Tennessee,Anderson County,75775,43.3,49376,27913,12022,2114,69213,2470,2120,72729,1102
 Tennessee,Bedford County,47558,37.5,48945,23988,7420,1177,40019,3495,5709,44221,713
 Tennessee,Benton County,16112,47.4,33125,21374,3403,479,15213,511,277,15906,129
 Tennessee,Bledsoe County,14602,44.5,42889,23453,2721,586,13216,659,326,14223,48
 Tennessee,Blount County,128443,43.4,54140,29634,14808,3238,120724,3396,4180,123837,1397
 Tennessee,Bradley County,104557,39.5,48140,26319,16715,3037,94477,5123,6217,97471,1930
 Tennessee,Campbell County,39687,43.8,38170,23064,7660,1443,38679,128,490,39273,136
 Tennessee,Cannon County,13976,42,49523,24700,2194,325,13417,234,300,13573,69
 Tennessee,Carroll County,28018,42.9,40810,22007,5358,691,24273,2872,715,27509,115
 Tennessee,Carter County,56391,44.9,36589,21963,12841,1326,54400,860,1013,55598,289
 Tennessee,Cheatham County,39929,40.4,58641,26719,4516,928,37939,550,1140,38836,479
 Tennessee,Chester County,17150,37.5,45667,21425,2951,714,14734,1776,188,16740,115
 Tennessee,Claiborne County,31613,43,36077,20753,7168,1107,30507,349,394,31112,114
 Tennessee,Clay County,7686,48.8,31487,19512,2026,126,7280,262,52,7635,27
 Tennessee,Cocke County,35336,44.9,33614,21332,8700,1557,33520,737,807,34860,126
 Tennessee,Coffee County,54531,40.1,47998,25637,7624,1383,49509,1418,2283,52648,381
 Tennessee,Crockett County,14499,40.4,42047,22050,2745,333,11426,1918,1515,13812,175
 Tennessee,Cumberland County,58634,50.7,43893,24985,8782,1550,56795,328,1731,57011,484
 Tennessee,Davidson County,684017,34.3,56507,34343,108515,18066,436135,187189,69634,588329,30319
 Tennessee,Decatur County,11683,45.8,40233,24337,2228,439,10876,438,198,11585,37
 Tennessee,DeKalb County,19601,41.2,44134,25643,3364,428,18447,293,1574,18348,175
 Tennessee,Dickson County,51988,39.4,50549,26093,7333,946,48045,2164,1783,50626,410
 Tennessee,Dyer County,37576,40.1,43762,25427,6806,1333,30899,4893,1254,36697,389
 Tennessee,Fayette County,39692,45.4,59017,31629,5449,1280,27653,10892,1034,38697,338
 Tennessee,Fentress County,17994,45,35084,19013,3855,497,17602,30,269,17760,129
 Tennessee,Franklin County,41512,41.9,49038,27027,5841,886,37381,2139,1362,40051,468
 Tennessee,Gibson County,49175,40.1,41886,22565,8201,1399,38399,8718,1317,48363,252
 Tennessee,Giles County,29167,43.4,47528,23877,4162,801,25122,2917,663,28287,127
 Tennessee,Grainger County,23013,44.6,42997,22151,4210,667,22501,94,742,22437,143
 Tennessee,Greene County,68669,44.5,40138,23668,11299,1956,65069,1459,1919,67638,261
 Tennessee,Grundy County,13331,43.2,36987,18782,3184,443,11310,89,164,13195,20
 Tennessee,Hamblen County,63740,40.4,42589,22252,12129,2252,56020,2756,7374,59288,628
 Tennessee,Hamilton County,357546,39.6,53035,31184,47360,9965,269435,69465,19538,335991,7231
 Tennessee,Hancock County,6585,44.6,28990,20578,1647,211,6439,37,55,6436,51
 Tennessee,Hardeman County,25562,40.5,38651,17352,4521,1229,14240,10642,442,25041,140
 Tennessee,Hardin County,25771,45.3,39798,22905,5191,840,24279,1082,642,25300,184
 Tennessee,Hawkins County,56402,44.6,40335,23801,10543,1656,54125,794,841,55613,199
 Tennessee,Haywood County,17779,40.4,38362,22148,3445,590,8006,9005,779,17402,164
 Tennessee,Henderson County,27859,41.4,42430,21793,5331,956,24937,2174,625,27224,59
 Tennessee,Henry County,32279,45.4,40837,22727,6290,898,28896,2736,803,31680,301
 Tennessee,Hickman County,24678,40.8,41998,22248,4160,507,22723,1230,596,24289,130
 Tennessee,Houston County,8176,43.7,43964,21866,1266,185,7581,320,50,7994,51
 Tennessee,Humphreys County,18318,41.6,41510,23636,3230,488,17155,435,436,17962,114
 Tennessee,Jackson County,11615,46.6,36703,20276,2241,372,11137,82,234,11478,42
 Tennessee,Jefferson County,53247,43.4,47264,24855,7169,1429,50837,961,1908,51589,306
 Tennessee,Johnson County,17789,46.1,34151,19784,3713,229,16768,584,352,17319,116
 Tennessee,Knox County,456185,37.3,54437,31678,67732,11489,389831,40310,18777,430361,9375
 Tennessee,Lake County,7526,40.2,34966,16671,1268,217,5112,2190,169,7432,26
 Tennessee,Lauderdale County,26297,38.2,37915,18128,5242,849,16395,8804,642,25730,138
 Tennessee,Lawrence County,42937,39.4,41553,20752,8029,1532,41010,746,892,42257,179
 Tennessee,Lewis County,11956,43.9,37139,21510,2385,192,11407,195,268,11850,100
 Tennessee,Lincoln County,33711,43.1,45736,25077,5280,749,30196,2371,1154,33038,137
 Tennessee,Loudon County,51610,47.5,56078,30175,6105,1180,48775,522,4393,47509,1173
 Tennessee,Macon County,23487,39.4,36246,21972,4119,472,22633,72,1212,22695,139
 Tennessee,Madison County,97682,38.2,46223,25555,18238,2362,57277,36549,3692,93817,1233
 Tennessee,Marion County,28417,43.1,48024,24714,5084,679,26522,603,498,28105,60
 Tennessee,Marshall County,32269,39,49370,24876,4661,949,28913,2373,1643,30985,111
 Tennessee,Maury County,89776,38.8,54249,27307,10986,2287,75671,10408,5086,85736,1315
 Tennessee,McMinn County,52773,42.7,41398,23842,10077,1582,48645,2018,2041,51225,385
 Tennessee,McNairy County,25903,42.9,36055,20236,5280,1304,23731,1521,529,25617,124
 Tennessee,Meigs County,11962,44.7,43250,23555,1980,464,11520,236,241,11733,190
 Tennessee,Monroe County,45876,43.6,38327,21919,8650,1722,43427,958,1975,44317,714
 Tennessee,Montgomery County,196387,30.6,55972,25938,26016,6085,139288,39308,19483,179450,5440
 Tennessee,Moore County,6322,45.3,52294,29969,492,136,5899,84,13,6146,24
 Tennessee,Morgan County,21596,41.1,40166,19726,4093,602,20293,1093,273,21379,67
 Tennessee,Obion County,30520,43,39866,23141,6814,863,25980,3072,1285,29798,219
 Tennessee,Overton County,22004,42.9,36558,20581,3687,376,21473,139,304,21648,211
 Tennessee,Perry County,7912,43,34634,28270,2347,254,7459,274,192,7806,29
 Tennessee,Pickett County,5088,49.7,41004,23250,862,88,5051,26,27,5014,12
 Tennessee,Polk County,16782,45.3,41818,24667,2709,607,16168,37,335,16506,88
 Tennessee,Putnam County,76440,36.3,40888,23873,14310,2231,71568,1716,4721,72035,1148
 Tennessee,Rhea County,32628,40.2,39451,22070,6901,1100,30802,732,1614,31600,256
 Tennessee,Roane County,52897,46.3,50003,27897,7838,1689,49726,1282,940,51718,480
 Tennessee,Robertson County,69344,39.1,61774,28425,7923,2129,61017,4883,4673,65974,697
 Tennessee,Rutherford County,307128,33.3,63846,28883,35604,8196,237854,44030,23900,280735,9476
 Tennessee,Scott County,21954,38.9,35453,19179,4799,815,21521,116,195,21865,16
 Tennessee,Sequatchie County,14730,43.3,51750,22383,2410,350,14305,28,517,14363,33
 Tennessee,Sevier County,96287,42.7,45943,23869,14281,2777,91233,724,5612,90875,1335
 Tennessee,Shelby County,937005,35.4,49782,28828,189641,36236,368340,501627,58537,869902,20741
 Tennessee,Smith County,19458,40.7,46404,26256,2858,333,18492,512,511,19150,118
 Tennessee,Stewart County,13301,44.5,42269,22601,2159,403,12516,151,370,12792,147
 Tennessee,Sullivan County,156734,44.9,43442,26933,25670,4371,148189,3063,2867,153233,1330
 Tennessee,Sumner County,179473,39.6,64631,32297,16833,3657,157397,12715,8434,170423,3420
 Tennessee,Tipton County,61446,37.5,60167,27212,8432,2279,47936,11113,1675,59882,652
 Tennessee,Trousdale County,9573,36,52864,23634,1458,435,8152,911,65,9440,16
 Tennessee,Unicoi County,17780,46.6,39851,22700,3653,718,17156,65,824,17193,83
 Tennessee,Union County,19293,42.3,41352,21677,4096,676,18851,86,303,19067,15
 Tennessee,Van Buren County,5704,47.1,37127,19560,1060,288,5523,13,58,5607,39
 Tennessee,Warren County,40454,40.2,37715,22328,9103,1099,37141,603,3612,37943,545
 Tennessee,Washington County,127055,39.9,46752,28261,19210,2963,116028,5340,4273,121223,1698
 Tennessee,Wayne County,16649,42.9,38634,19350,2853,448,15311,1136,335,16492,82
 Tennessee,Weakley County,33626,38.4,38566,21641,6253,915,29763,2908,814,32890,222
 Tennessee,White County,26580,43.1,40745,20973,4542,870,25499,534,654,26162,208
 Tennessee,Williamson County,218648,39.2,109026,50931,9474,3777,195112,9305,10357,200221,7663
 Tennessee,Wilson County,132663,40.2,71513,32850,10674,2687,116765,9283,5372,125058,2906
 Texas,Anderson County,57863,39.1,43355,16868,6565,659,42549,12141,10142,53720,1212
 Texas,Andrews County,17818,31.2,74233,31190,1835,404,16464,353,9979,15149,844
 Texas,Angelina County,87607,37.2,47714,22322,15533,3085,69372,12962,19174,79700,2295
 Texas,Aransas County,24763,49.6,44865,30939,4951,724,22104,381,6756,22650,782
 Texas,Archer County,8789,44.5,64476,31806,806,157,8334,81,727,8535,59
 Texas,Armstrong County,1916,46.3,66563,31075,135,9,1830,7,131,1874,32
 Texas,Atascosa County,48828,35.4,55265,24421,7271,1759,45293,124,31200,45464,1050
 Texas,Austin County,29565,40.7,65365,30858,3159,674,23810,2626,7819,26305,1097
 Texas,Bailey County,7092,33.5,46485,21449,987,74,5917,56,4558,5772,389
 Texas,Bandera County,21763,52.1,53683,28539,3219,607,19849,172,4010,20456,496
 Texas,Bastrop County,82577,38.6,62941,26540,8067,2498,58681,6498,30389,71875,2375
 Texas,Baylor County,3591,47.3,40750,25264,382,37,3335,119,370,3505,45
 Texas,Bee County,32691,35.4,42032,17390,5403,925,28554,2610,19152,31291,437
 Texas,Bell County,342236,30.8,54184,25911,45934,11635,217203,80527,83630,295544,14481
 Texas,Bexar County,1925865,33.4,55456,26988,307665,54352,1535359,146703,1155505,1623648,104718
 Texas,Blanco County,11279,49.9,63071,34925,1056,321,10171,58,2173,10455,287
 Texas,Borden County,665,42.5,81985,33781,17,6,651,0,56,641,24
 Texas,Bosque County,18122,46.7,50882,26039,2569,354,17231,290,3263,16924,406
 Texas,Bowie County,93858,38.1,47505,25355,15158,2638,64640,23061,7098,89142,1362
 Texas,Brazoria County,353999,35.6,79270,33547,31553,8204,258490,48391,106731,302550,24741
 Texas,Brazos County,219193,26.2,46839,26539,51009,4840,166133,22995,55519,186800,8255
 Texas,Brewster County,9216,43.3,43894,27227,1117,197,8504,21,4099,8528,289
 Texas,Briscoe County,1546,46.3,42647,24286,238,40,1319,38,545,1432,31
 Texas,Brooks County,7180,32.7,27378,13800,2573,415,6461,49,6741,6413,139
 Texas,Brown County,37834,41.3,45457,25145,5217,661,34631,1464,8299,35739,658
 Texas,Burleson County,17863,42.6,56235,28732,2198,498,14298,2259,3657,16576,453
 Texas,Burnet County,45750,44.2,59238,30507,4984,959,42092,831,10120,42549,1380
 Texas,Caldwell County,41401,35.4,52278,23881,6973,508,33001,2636,21312,36662,1229
 Texas,Calhoun County,21807,37.7,55469,26596,3041,742,18896,561,10564,19141,847
 Texas,Callahan County,13770,42.9,44602,24537,1927,194,13045,66,1300,13467,77
 Texas,Cameron County,421750,31.5,37132,16587,127760,11188,398395,2279,377439,316506,31523
 Texas,Camp County,12813,38.7,42604,20898,2542,347,9302,2122,3159,11492,526
 Texas,Carson County,6032,40.3,70087,32917,378,68,5713,78,600,5907,46
 Texas,Cass County,30087,43.4,45345,22545,5808,905,23487,5234,1335,29377,224
 Texas,Castro County,7787,35.3,45000,20915,1201,74,7079,70,5003,6207,368
 Texas,Chambers County,40292,35.4,76850,34372,5072,1155,35465,3158,8793,36509,1049
 Texas,Cherokee County,51903,37.8,46044,21520,8878,1166,42247,7044,11855,46615,1288
 Texas,Childress County,7226,30.9,40794,20234,844,346,6042,552,2241,6417,300
 Texas,Clay County,10387,46.2,51191,27678,1401,323,9874,64,616,10068,51
 Texas,Cochran County,2904,34.5,42798,21014,685,83,2623,100,1684,2464,76
 Texas,Coke County,3275,50.3,45551,24768,500,46,2928,20,698,3152,86
 Texas,Coleman County,8391,46.5,43981,27842,1619,113,7758,254,1465,8047,91
 Texas,Collin County,944350,36.6,94192,43439,61635,19998,659642,89841,143369,733973,90736
 Texas,Collingsworth County,2996,39.2,42750,22880,467,124,2346,222,834,2660,88
 Texas,Colorado County,21022,42.5,49504,27861,2242,343,15479,2665,6200,18717,673
 Texas,Comal County,135097,42,75356,36899,10997,2362,122339,2588,36612,124408,3324
 Texas,Comanche County,13495,44.8,47893,25127,2147,174,12741,170,3729,12239,314
 Texas,Concho County,4233,41.9,43355,17684,223,15,3999,94,2372,3092,47
 Texas,Cooke County,39571,40.4,57646,28751,5437,1005,36468,974,7043,35700,834
 Texas,Coryell County,75389,31.5,51440,21507,8163,2354,54268,10601,13631,66454,2816
 Texas,Cottle County,1623,37.9,34375,20108,507,61,1185,243,382,1579,0
 Texas,Crane County,4839,32.4,70398,26113,357,27,2546,202,3080,3981,372
 Texas,Crockett County,3633,35.9,51152,24852,739,0,1520,32,2306,3295,133
 Texas,Crosby County,5861,38.1,37899,19155,1194,191,5233,240,3261,5642,84
 Texas,Culberson County,2241,43,33417,15873,701,68,1834,3,1646,1943,172
 Texas,Dallam County,7243,31.6,51250,26844,1001,147,6638,63,3260,5554,288
 Texas,Dallas County,2586552,33.3,56854,31219,423899,71072,1595565,582158,1033000,1928849,185367
 Texas,Dawson County,12964,33,44657,21543,2520,284,10054,815,7402,12110,314
 Texas,Deaf Smith County,18899,32,51841,21515,3248,418,16893,194,13659,15693,738
 Texas,Delta County,5215,42.3,46138,25004,1218,116,4571,391,380,5093,51
 Texas,Denton County,807047,35.2,83376,39535,64291,19215,605355,76648,155047,674041,54601
 Texas,DeWitt County,20435,40.9,53779,28728,2971,533,13574,1905,7132,19367,225
 Texas,Dickens County,2216,43.9,41618,23452,360,136,2023,68,673,2051,20
 Texas,Dimmit County,10663,33.7,27832,18121,3148,694,9507,5,9244,9715,501
 Texas,Donley County,3387,41.6,43224,23711,458,34,3039,172,373,3280,36
 Texas,Duval County,11355,36.1,37382,17864,2751,482,9884,191,10135,10639,390
 Texas,Eastland County,18270,42.4,35325,23940,3565,359,16775,673,2963,17424,324
 Texas,Ector County,158342,30.3,60676,28700,18481,5259,127857,7254,94453,135782,7563
 Texas,Edwards County,2055,49.3,40313,29814,136,39,2049,0,1194,1961,42
 Texas,El Paso County,837654,32,44597,20763,175171,24709,672260,28724,690189,609339,95312
 Texas,Ellis County,168838,36.1,72213,30727,15481,3070,137354,16415,43737,153226,5183
 Texas,Erath County,41482,30,48819,25290,8359,683,37175,699,8671,37905,1126
 Texas,Falls County,17299,39.3,38032,17830,3955,386,12489,4212,3987,16190,323
 Texas,Fannin County,34175,41.9,50761,24581,3897,659,29964,2133,3752,32057,309
 Texas,Fayette County,25066,47,56297,30097,2698,188,22619,1592,5212,23253,854
 Texas,Fisher County,3883,44.4,46827,28355,617,117,3467,114,1185,3684,38
 Texas,Floyd County,5872,36.9,48555,23308,1114,164,5460,230,3429,5297,141
 Texas,Foard County,1408,49.3,46354,25636,95,72,1212,25,288,1340,20
 Texas,Fort Bend County,739342,36,95561,39472,57565,19664,385103,152327,179653,516914,111632
 Texas,Franklin County,10679,43,52944,25602,899,375,9184,414,1515,9948,112
 Texas,Freestone County,19709,40.4,48731,24083,3105,424,15965,3128,2984,18209,396
 Texas,Frio County,19394,31.4,42476,18288,3169,471,14505,854,15279,16298,689
 Texas,Gaines County,20321,27.9,59032,22710,2875,418,19033,447,8375,14446,2155
 Texas,Galveston County,327089,37.5,69369,35448,42158,10295,255662,41265,79406,290459,13182
 Texas,Garza County,6288,39,55039,19177,778,71,5234,272,3272,4063,200
 Texas,Gillespie County,26208,50.3,58325,33515,2946,531,23870,33,6006,23236,1035
 Texas,Glasscock County,1430,36,75833,30902,136,0,1009,0,626,1087,64
 Texas,Goliad County,7531,46,60492,29918,1267,190,5917,386,2699,7285,67
 Texas,Gonzales County,20667,36.5,53006,26618,3189,412,12748,1381,10436,18045,414
 Texas,Gray County,22685,36.6,47170,24911,3309,597,19337,1007,6465,20130,819
 Texas,Grayson County,128560,39.9,54370,27276,17383,3399,111479,7057,16817,119454,2210
 Texas,Gregg County,123494,35.4,49287,25839,21029,2831,91969,25062,22916,111498,3389
 Texas,Grimes County,27630,40.3,50298,23513,4600,524,21641,4253,6616,25291,601
 Texas,Guadalupe County,155137,36.7,70931,30817,14519,2943,112036,12304,58462,139721,5797
 Texas,Hale County,34113,33.1,47080,19854,5918,1016,29237,1637,20153,30541,949
 Texas,Hall County,3074,43.5,32921,22846,699,147,2489,250,1057,2749,62
 Texas,Hamilton County,8269,46,47500,28074,1303,44,7845,42,1019,7875,136
 Texas,Hansford County,5547,34.3,39229,20127,883,110,5055,20,2618,4120,327
 Texas,Hardeman County,3952,42.4,42238,22938,494,133,3411,280,851,3695,24
 Texas,Hardin County,56379,39,59105,29108,7010,990,51670,3205,3142,55149,249
 Texas,Harris County,4602523,33.3,60146,31901,739100,143208,2892342,875347,1958963,3337084,427396
 Texas,Harrison County,66645,37.9,51202,25418,10488,1672,49105,14084,8627,62151,1304
 Texas,Hartley County,5767,39.1,59280,20480,266,19,4725,498,1524,5168,167
 Texas,Haskell County,5809,42.4,46013,21308,1053,254,5148,194,1665,5078,80
 Texas,Hays County,204150,31.6,65935,30715,29497,5813,179579,8168,78334,183046,5943
 Texas,Hemphill County,4061,35.2,63778,26781,564,102,3766,35,1455,3424,88
 Texas,Henderson County,80460,43.9,45798,25280,13782,1697,71849,5243,10072,75397,1081
 Texas,Hidalgo County,849389,29.1,38398,16490,261968,25845,747125,4647,781681,608076,62773
 Texas,Hill County,35399,42.1,48823,24745,5482,1225,30666,2375,7247,32649,998
 Texas,Hockley County,23162,33.5,48116,23440,3496,783,20710,785,10970,21168,638
 Texas,Hood County,56901,46.7,59049,32727,6027,718,54311,487,7026,55190,748
 Texas,Hopkins County,36240,39.5,51877,26267,6019,765,30278,2549,6043,33299,882
 Texas,Houston County,22955,44,34297,18080,4872,181,15730,5709,2511,22165,262
 Texas,Howard County,36667,36.6,51528,23784,5301,1066,30180,2287,15394,32005,836
 Texas,Hudspeth County,4098,37.6,29318,14190,951,101,2843,65,3212,2504,231
 Texas,Hunt County,92152,37.8,51928,25077,15615,2334,73179,7328,14595,85347,2012
 Texas,Hutchinson County,21571,37.3,50651,24725,3264,573,19040,494,4959,20390,485
 Texas,Irion County,1524,44.1,54706,31449,226,45,1259,54,374,1449,56
 Texas,Jack County,8842,39.7,51700,25626,1160,108,8226,423,1465,8231,133
 Texas,Jackson County,14820,38.5,60276,26329,2011,280,12770,983,4873,13323,252
 Texas,Jasper County,35504,40.9,46088,25004,5751,1226,27662,5849,2360,34331,388
 Texas,Jeff Davis County,2234,54.8,53194,26053,142,49,2116,18,727,1850,129
 Texas,Jefferson County,255210,36,48463,26205,43850,6451,148751,86351,51461,221965,10729
 Texas,Jim Hogg County,5282,34.7,32049,17798,1431,229,5222,4,4890,5047,36
 Texas,Jim Wells County,41192,34.8,42005,21274,9336,892,39348,266,33060,38534,871
 Texas,Johnson County,163475,36.8,62066,27667,16991,3360,148605,5048,34048,154169,2761
 Texas,Jones County,19891,38.5,45694,17673,1802,199,13435,2944,5447,19008,173
 Texas,Karnes County,15387,34.7,52252,26875,2348,243,11173,1230,8304,14072,222
 Texas,Kaufman County,118910,35.6,65390,27411,15272,3987,97516,12906,24531,108047,3047
 Texas,Kendall County,41982,42.1,82390,43241,2178,879,37886,323,9894,38736,798
 Texas,Kenedy County,595,39.5,36125,15820,42,0,573,0,522,496,41
 Texas,Kent County,749,51.8,45926,29503,77,12,663,8,122,731,18
 Texas,Kerr County,51365,47.7,52473,30498,6601,1234,45906,789,13702,47396,1271
 Texas,Kimble County,4408,52.9,42500,28899,928,68,3929,1,1114,4043,112
 Texas,King County,228,46.5,65125,31564,20,10,226,0,38,219,2
 Texas,Kinney County,3675,41.7,31468,20323,640,87,3555,3,2297,2858,183
 Texas,Kleberg County,31425,28,42021,21986,7727,1325,27560,1025,22849,29096,827
 Texas,Knox County,3733,39.5,46146,21796,526,84,3175,242,1269,3457,77
 Texas,La Salle County,7409,33.8,51792,25129,786,125,5763,102,6104,6650,132
 Texas,Lamar County,49532,40.8,43562,23833,8685,1263,40256,6162,3804,47102,806
 Texas,Lamb County,13262,36,43396,21506,3064,171,11663,658,7325,11785,433
 Texas,Lampasas County,20640,42.2,58194,28158,2300,679,18227,903,4025,18944,340
 Texas,Lavaca County,19941,43.5,53021,31670,2271,304,15654,1290,3694,18967,167
 Texas,Lee County,16952,41.5,55000,25876,2335,234,13493,1903,3970,15428,363
 Texas,Leon County,17098,45,44818,32130,2824,472,15184,1229,2457,16038,283
 Texas,Liberty County,81862,35.7,49850,22757,11047,2239,66228,8098,19098,74799,1854
 Texas,Limestone County,23515,40,42680,21822,4670,882,17884,4172,5101,21004,671
 Texas,Lipscomb County,3469,34.9,57372,28491,386,106,2953,18,1051,3032,32
 Texas,Live Oak County,12123,42.2,55766,24244,1735,102,11241,348,4782,11265,137
 Texas,Llano County,20640,57.6,52178,35822,2376,633,19270,30,2113,19522,259
 Texas,Loving County,102,55.4,81875,23546,19,0,99,0,16,86,0
 Texas,Lubbock County,301454,30.7,50473,27089,54723,6443,244624,21954,105514,280436,6801
 Texas,Lynn County,5808,38.2,43524,25279,1090,215,4944,86,2751,5375,104
 Texas,Madison County,14128,34.7,49428,17856,1463,140,10376,2120,3230,12684,219
 Texas,Marion County,10083,50.1,37283,27052,2061,449,7364,2361,406,9838,50
 Texas,Martin County,5614,32.2,69722,29225,595,68,4652,48,2574,5226,132
 Texas,Mason County,4161,46.9,40708,25602,602,127,3632,1,978,3537,60
 Texas,Matagorda County,36743,37.8,45500,24376,7293,1181,26782,3595,15441,32232,1527
 Texas,Maverick County,57970,29.6,38035,16891,15467,2817,53746,312,55206,38351,6612
 Texas,McCulloch County,8098,44.6,45329,24409,1266,97,6768,148,2587,7780,110
 Texas,McLennan County,248429,33.2,48199,24826,45964,5282,193415,36520,64733,224093,6278
 Texas,McMullen County,662,40.2,68750,32556,85,50,652,0,332,644,1
 Texas,Medina County,49334,39.3,61059,26274,4855,799,44727,1275,25470,46038,1397
 Texas,Menard County,2123,49.1,40606,25067,205,36,1727,15,728,1968,32
 Texas,Midland County,164194,31.7,78888,39179,14628,2836,138187,10784,72325,141103,7499
 Texas,Milam County,24664,41.3,47081,24015,3531,432,20849,2429,6459,23218,375
 Texas,Mills County,4902,50.6,41827,24274,799,36,4818,10,968,4522,143
 Texas,Mitchell County,8558,34.1,49670,20896,559,168,6754,941,3381,8038,134
 Texas,Montague County,19409,43.4,51774,28457,2711,467,18398,120,2111,18312,301
 Texas,Montgomery County,554445,36.9,77416,39618,54526,12305,479421,26178,131147,471696,26555
 Texas,Moore County,21801,30.2,51527,21650,3319,522,15913,873,11973,16164,1300
 Texas,Morris County,12424,43,42961,23438,1999,479,8614,2948,1176,11865,109
 Texas,Motley County,1156,38.3,43750,26103,111,42,1000,19,224,1154,0
 Texas,Nacogdoches County,65558,30.6,43598,22580,14631,2587,49751,11677,12565,59652,1416
 Texas,Navarro County,48583,38.6,47920,23422,8655,1812,36424,6312,13013,42293,1880
 Texas,Newton County,14057,44.3,40950,21144,2853,432,10822,2776,497,13777,126
 Texas,Nolan County,14966,38.5,44346,25820,2220,473,13108,754,5527,14079,282
 Texas,Nueces County,360486,35.3,55048,27649,57686,10395,324198,13620,228462,325399,11743
 Texas,Ochiltree County,10348,31.6,49928,24260,1252,268,9141,141,5564,8224,483
 Texas,Oldham County,2090,29.8,63315,24151,182,30,1902,102,353,2020,33
 Texas,Orange County,84047,37.8,55700,28826,11445,2140,73557,7116,6165,81281,796
 Texas,Palo Pinto County,28317,40.5,45979,24983,4945,986,26054,628,5625,26143,882
 Texas,Panola County,23440,39.3,51569,26403,3623,472,18983,4023,2013,22524,165
 Texas,Parker County,129802,39.7,74625,34705,10627,3176,120953,1862,15562,121905,2549
 Texas,Parmer County,9852,33.9,54184,23686,1594,61,8228,107,6201,7562,678
 Texas,Pecos County,15797,35.9,52282,20688,1684,222,13078,578,10837,13259,742
 Texas,Polk County,47837,43.6,46182,24686,7634,1359,40283,4945,7193,44435,767
 Texas,Potter County,120899,33.8,43157,22267,22887,2119,94415,11905,45905,100528,5444
 Texas,Presidio County,7123,41.8,27061,16066,2379,282,6743,0,5956,4123,667
 Texas,Rains County,11473,48.3,49872,26165,1261,251,10372,322,1019,11020,148
 Texas,Randall County,132475,35.6,67397,33814,11236,2366,118502,3903,27678,124402,2975
 Texas,Reagan County,3752,31.4,70478,25397,549,77,1538,27,2652,2986,261
 Texas,Real County,3389,55,34813,21109,751,15,3355,5,672,3256,20
 Texas,Red River County,12275,45.6,37955,21666,2214,417,9712,2080,902,11864,138
 Texas,Reeves County,15125,35.6,58384,20876,1482,444,11913,492,11352,12001,457
 Texas,Refugio County,7236,41.9,48112,23810,1300,294,5773,428,3631,7015,83
 Texas,Roberts County,885,38,73854,31632,106,5,844,0,123,854,27
 Texas,Robertson County,16890,40.9,54201,25465,2094,506,12934,3276,3481,15662,291
 Texas,Rockwall County,93642,37.6,94767,39295,5267,2074,80024,5685,16206,83462,3950
 Texas,Runnels County,10310,40.8,41732,23042,1412,119,9506,317,3495,9827,232
 Texas,Rusk County,53595,38.5,52329,24842,6212,1385,42148,9196,8855,49586,1063
 Texas,Sabine County,10458,52.7,33257,23450,2200,244,9376,653,455,10302,75
 Texas,San Augustine County,8327,49.4,35509,23261,1939,270,6119,1760,583,8008,98
 Texas,San Jacinto County,27819,44.7,44658,21808,4107,765,23978,2917,3563,26033,352
 Texas,San Patricio County,67046,35.3,55229,25281,10856,1466,61920,1124,38483,62434,1261
 Texas,San Saba County,5962,40.7,44698,24307,792,78,5106,143,1790,5260,150
